꼼데가르송 플레이,https://usercontents-c.styleshare.io/images/39175499/700x394,https://usercontents-c.styleshare.io/images/39175499/88x50,꼼데가르송(COMME DES GARCONS)은 프랑스어로 '소년처럼'을 뜻한다.1969년 일본 디자이너 레이 가와쿠보가 만든 일본브랜드로 흔히 알고있는 하트와펜이달린 브랜드는'꼼데가르송'이 아닌 '꼼데가르송 플레이'로 레이 가와쿠보의 캐쥬얼 라인인데가장 편하면서도 '위트'있는 디자인이 특징이다.튀지않는 디자인에 하트와펜으로 포인트를 주어상위 라인보다 비교적 쉽게 접할수있다.
꼼므꼼므,https://usercontents-c.styleshare.io/images/23895555/700x394,https://usercontents-c.styleshare.io/images/23895555/88x50,"꼼므꼼므'는 2014년 7월에 런칭한 생활 및 뷰티 소품 브랜드입니다. 어디서도 볼 수 없는 유니크한 아이템을 소개하고자 하는 '꼼므꼼므'는, 20대와 30대 여성을 타깃으로 화사하고 귀여운 디자인의 제품들을 전개하고 있습니다."
꼼파뇨,https://usercontents-c.styleshare.io/images/18817345/700x394,https://usercontents-c.styleshare.io/images/18817345/88x50,"COMPAGNO(꼼파뇨)는 남녀노소, 세대 구분 없이 빠르게 변화하는 유행에 상관없이 한결같이 입을 수 있는 의류를 전달하기 위해 론칭된 브랜드입니다."
꽃샘,https://usercontents-c.styleshare.io/images/42693124/700x394,https://usercontents-c.styleshare.io/images/42693124/88x50,
꾸미까,https://usercontents-c.styleshare.io/images/42640682/700x394,https://usercontents-c.styleshare.io/images/42640682/88x50,
꾸비올로,https://usercontents-c.styleshare.io/images/35448585/700x394,https://usercontents-c.styleshare.io/images/35448585/88x50,"핀란드어로 kuvio는 패턴을, ilo는 즐거움을 뜻하는 단어입니다.두 단어의 합성어인 꾸비올로는 패턴의 즐거움을 전하고자 하는 마음에서 비롯된패턴베이스의 라이프스타일 브랜드입니다.이 작은 패턴이 평범한 일상 속 유쾌한 즐거움이 되길 바라며,"
끌라삐엘,https://usercontents-c.styleshare.io/images/43010429/700x394,https://usercontents-c.styleshare.io/images/43010429/88x50,언제나 기분 좋은 브랜드
나나츄,https://usercontents-c.styleshare.io/images/25512259/700x394,https://usercontents-c.styleshare.io/images/25512259/88x50,"everybody wants to get NANACHU!모두가 원하는, 모두가 갖고싶어하는 악세사리를 만들자는 슬로건을 바탕에 두고 있으며,항상 고객님의 입장이 되어 합리적인 가격으로 심플한 디자인부터 사랑스러우면서도 키치한 디자인까지, 새로운 디자인을 제공하기위해 끊임없이 노력하고 있습니다."
나나크루,https://usercontents-c.styleshare.io/images/21940446/700x394,https://usercontents-c.styleshare.io/images/21940446/88x50,
나다,https://usercontents-c.styleshare.io/images/22274514/700x394,https://usercontents-c.styleshare.io/images/22274514/88x50,"""My First Skin Solution""SHE IT! 감추고 싶은 나만의 비밀! 나다"
나뚜리아,https://usercontents-c.styleshare.io/images/1d47b577-7637-45c0-a12a-a1fa22cfcfc7/700x394,https://usercontents-c.styleshare.io/images/1d47b577-7637-45c0-a12a-a1fa22cfcfc7/88x50,향기롭고 감각적인 디자인으로 지친 일상에 위로가 되어주는 바디 케어 브랜드입니다.
나르시소 로드리게즈,https://usercontents-c.styleshare.io/images/42283595/700x394,https://usercontents-c.styleshare.io/images/42283595/88x50,쿠바계 미국인 유명 디자이너인 나르시소 로드리게즈의 향수 브랜드
나스,,,쿠바계 미국인 유명 디자이너인 나르시소 로드리게즈의 향수 브랜드
나우왓,https://usercontents-c.styleshare.io/images/23021258/700x394,https://usercontents-c.styleshare.io/images/23021258/88x50,"나우왓(now what)은 '뭘 더해야되?' '또 뭐야?' 라는 반항적인 의미로 계속해서 더 높은 인생의 벽을 넘어야 하는 우리의 일상을 표현하려고 했으며, cheeky한 이미지로 트렌디한 디자인을 일상속에서 편안하게 입을 수 있도록 풀어내는 유니섹스 브랜드입니다."
나이쇼,https://usercontents-c.styleshare.io/images/42694703/700x394,https://usercontents-c.styleshare.io/images/42694703/88x50,너와 나만아는 비밀이라는 의미의 한국 도매스틱 브랜드입니다
나이키,https://usercontents-c.styleshare.io/images/21126903/700x394,https://usercontents-c.styleshare.io/images/21126903/88x50,"NIKE(나이키)는 토탈 라이프스타일 브랜드로 이미 세계 1위 브랜드로 자리 잡았으며, 다양한 아티스트와 브랜드들과의 컬래버레이션으로 많은 분야에서 활동하며 압도적인 신발 판매량과 더불어 두터운 마니아층을 갖고 있는 브랜드입니다."
나이팅게일,https://usercontents-c.styleshare.io/images/21375249/700x394,https://usercontents-c.styleshare.io/images/21375249/88x50,피부과 시술의 강력한 효과를 간단한 홈케어로! 내 손안의 작은 피부과 나이팅게일
나인어클락,https://usercontents-c.styleshare.io/images/25167929/700x394,https://usercontents-c.styleshare.io/images/25167929/88x50,"부드러운 슬라이딩과 듀얼레이어 방식의 튼튼한 카드슬롯, 디자인을 살리고 감각적인 스킨으로 빛을 발하는 라이트업! 일상에 특별함을 더해주는 감각적인 스마트폰 케이스입니다."
